,CRDID,FINRAMember,firmName,IMID,exchangeID,ATSFlag,defaultIMIDFlag
14083,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBCO,CBOE,,
14084,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBCP,CBOE,,
14085,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBCS,CBOE,,
14086,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBCT,CBOE,,
14087,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBCU,CBOE,,
14088,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBCZ,CBOE,,
14089,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBEA,EDGXOP,,
14090,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBEC,EDGXOP,,
14091,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBEO,EDGXOP,,
14092,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBEP,EDGXOP,,
14093,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBET,EDGXOP,,
14094,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBEU,EDGXOP,,
14095,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GBEZ,EDGXOP,,
14111,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEBA,C2,,
14112,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEBA,CBOE,,
14142,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEBC,C2,,
14165,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEBO,C2,,
14168,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEBP,C2,,
14176,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEBT,C2,,
14196,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEBZ,C2,,
14197,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEXB,BZXOP,,
14198,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEXB,C2,,
14199,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEXC,BZXOP,,
14200,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEXO,BZXOP,,
14201,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEXP,BZXOP,,
14202,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEXT,BZXOP,,
14203,126407,Y,"GLOBAL EXECUTION BROKERS, LP",GEXZ,BZXOP,,
14229,126588,Y,"VELOCITY CLEARING, LLC",QNTX,CBOE,,Y
14232,126588,Y,"VELOCITY CLEARING, LLC",QNTX,EDGXOP,,Y
14375,126588,Y,"VELOCITY CLEARING, LLC",VCLT,CBOE,,
14391,126588,Y,"VELOCITY CLEARING, LLC",VCPM,CBOE,,
14392,126588,Y,"VELOCITY CLEARING, LLC",VCPM,EDGXOP,,
14576,126588,Y,"VELOCITY CLEARING, LLC",VHTO,CBOE,,
14584,126588,Y,"VELOCITY CLEARING, LLC",VLCT,EDGXOP,,
14640,127434,Y,"DYNAMEX TRADING, LLC",RVCN,CBOE,,
14785,128030,Y,OPTIVER US LLC,ADVX,BZXOP,,
14786,128030,Y,OPTIVER US LLC,AGSA,CBOE,,
14787,128030,Y,OPTIVER US LLC,AHVX,BZXOP,,
14788,128030,Y,OPTIVER US LLC,AKAI,CBOE,,
14789,128030,Y,OPTIVER US LLC,ALFI,EDGXOP,,
14790,128030,Y,OPTIVER US LLC,ALVX,BZXOP,,
14791,128030,Y,OPTIVER US LLC,AMBV,CBOE,,
14792,128030,Y,OPTIVER US LLC,AMSA,C2,,
14793,128030,Y,OPTIVER US LLC,AMSF,C2,,
14794,128030,Y,OPTIVER US LLC,AMSG,C2,,
14795,128030,Y,OPTIVER US LLC,AMSH,C2,,
14796,128030,Y,OPTIVER US LLC,AMSH,EDGXOP,,
14797,128030,Y,OPTIVER US LLC,AMSI,C2,,
14798,128030,Y,OPTIVER US LLC,AMSI,EDGXOP,,
14799,128030,Y,OPTIVER US LLC,AMSK,EDGXOP,,
14800,128030,Y,OPTIVER US LLC,AMVA,CBOE,,
14801,128030,Y,OPTIVER US LLC,AMVB,CBOE,,
14802,128030,Y,OPTIVER US LLC,AMVC,CBOE,,
14803,128030,Y,OPTIVER US LLC,AMVD,BZXOP,,
14804,128030,Y,OPTIVER US LLC,AMVX,CBOE,,
14805,128030,Y,OPTIVER US LLC,AMXA,CBOE,,
14806,128030,Y,OPTIVER US LLC,AMXB,CBOE,,
14807,128030,Y,OPTIVER US LLC,AMXC,CBOE,,
14808,128030,Y,OPTIVER US LLC,AMXD,CBOE,,
14809,128030,Y,OPTIVER US LLC,AMXE,CBOE,,
14810,128030,Y,OPTIVER US LLC,AMXF,CBOE,,
14811,128030,Y,OPTIVER US LLC,AMXG,CBOE,,
14812,128030,Y,OPTIVER US LLC,AMXH,CBOE,,
14813,128030,Y,OPTIVER US LLC,AMXI,CBOE,,
14814,128030,Y,OPTIVER US LLC,AMXJ,CBOE,,
14815,128030,Y,OPTIVER US LLC,AMXK,CBOE,,
14816,128030,Y,OPTIVER US LLC,AMXL,CBOE,,
14817,128030,Y,OPTIVER US LLC,AMXM,CBOE,,
14818,128030,Y,OPTIVER US LLC,AMXN,CBOE,,
14819,128030,Y,OPTIVER US LLC,AMXO,CBOE,,
14820,128030,Y,OPTIVER US LLC,AMXP,CBOE,,
14821,128030,Y,OPTIVER US LLC,AMXQ,CBOE,,
14822,128030,Y,OPTIVER US LLC,AMXR,CBOE,,
14823,128030,Y,OPTIVER US LLC,AMXS,CBOE,,
14824,128030,Y,OPTIVER US LLC,AMXT,CBOE,,
14825,128030,Y,OPTIVER US LLC,AMXU,CBOE,,
14826,128030,Y,OPTIVER US LLC,AMXV,CBOE,,
14827,128030,Y,OPTIVER US LLC,AMXW,CBOE,,
14828,128030,Y,OPTIVER US LLC,AMXX,CBOE,,
14829,128030,Y,OPTIVER US LLC,AOOP,CBOE,,
14830,128030,Y,OPTIVER US LLC,AOPT,BZXOP,,
14831,128030,Y,OPTIVER US LLC,AOPT,CBOE,,
14832,128030,Y,OPTIVER US LLC,AVXF,CBOE,,
14833,128030,Y,OPTIVER US LLC,AVXW,CBOE,,
14834,128030,Y,OPTIVER US LLC,BEMO,BZXOP,,
14835,128030,Y,OPTIVER US LLC,BENT,BZXOP,,
14836,128030,Y,OPTIVER US LLC,BMPP,BZXOP,,
14837,128030,Y,OPTIVER US LLC,BOOP,CBOE,,
14838,128030,Y,OPTIVER US LLC,BOPT,BZXOP,,
14839,128030,Y,OPTIVER US LLC,BOPT,CBOE,,
14840,128030,Y,OPTIVER US LLC,BUHD,BZXOP,,
14841,128030,Y,OPTIVER US LLC,CKAI,C2,,
14842,128030,Y,OPTIVER US LLC,COOP,CBOE,,
14843,128030,Y,OPTIVER US LLC,CSUT,CBOE,,
14844,128030,Y,OPTIVER US LLC,CTLD,C2,,
14848,128030,Y,OPTIVER US LLC,DOOP,C2,,
14849,128030,Y,OPTIVER US LLC,DOPT,CBOE,,
14850,128030,Y,OPTIVER US LLC,EMMG,EDGXOP,,
14851,128030,Y,OPTIVER US LLC,ENOI,BZXOP,,
14852,128030,Y,OPTIVER US LLC,EOOP,C2,,
14853,128030,Y,OPTIVER US LLC,EOPT,CBOE,,
14854,128030,Y,OPTIVER US LLC,ESGA,CBOE,,
14855,128030,Y,OPTIVER US LLC,ESGQ,CBOE,,
14856,128030,Y,OPTIVER US LLC,FOOP,CBOE,,
14857,128030,Y,OPTIVER US LLC,FOPT,CBOE,,
14859,128030,Y,OPTIVER US LLC,GCOT,CBOE,,
14860,128030,Y,OPTIVER US LLC,GLDF,C2,,
14861,128030,Y,OPTIVER US LLC,GOPT,CBOE,,
14862,128030,Y,OPTIVER US LLC,GRRG,CBOE,,
14863,128030,Y,OPTIVER US LLC,HACF,BZXOP,,
14864,128030,Y,OPTIVER US LLC,HIRA,CBOE,,
14865,128030,Y,OPTIVER US LLC,HOPT,CBOE,,
14866,128030,Y,OPTIVER US LLC,IOOP,BZXOP,,
14867,128030,Y,OPTIVER US LLC,IOPT,BZXOP,,
14880,128030,Y,OPTIVER US LLC,JOOP,C2,,
14881,128030,Y,OPTIVER US LLC,JOPT,C2,,
14882,128030,Y,OPTIVER US LLC,JOPT,CBOE,,
14883,128030,Y,OPTIVER US LLC,JPRS,CBOE,,
14884,128030,Y,OPTIVER US LLC,JVSE,CBOE,,
14885,128030,Y,OPTIVER US LLC,JVSO,CBOE,,
14886,128030,Y,OPTIVER US LLC,KAII,CBOE,,
14887,128030,Y,OPTIVER US LLC,KJAN,C2,,
14888,128030,Y,OPTIVER US LLC,KOOP,EDGXOP,,
14889,128030,Y,OPTIVER US LLC,KOPT,C2,,
14890,128030,Y,OPTIVER US LLC,KOPT,CBOE,,
14891,128030,Y,OPTIVER US LLC,KOPT,EDGXOP,,
14892,128030,Y,OPTIVER US LLC,LOPT,C2,,
14893,128030,Y,OPTIVER US LLC,LOPT,CBOE,,
14894,128030,Y,OPTIVER US LLC,LORV,CBOE,,
14895,128030,Y,OPTIVER US LLC,MOPT,CBOE,,
14896,128030,Y,OPTIVER US LLC,MSSM,CBOE,,
14897,128030,Y,OPTIVER US LLC,MVRA,CBOE,,
14901,128030,Y,OPTIVER US LLC,NOOP,CBOE,,
14913,128030,Y,OPTIVER US LLC,OPAA,EDGXOP,,
14914,128030,Y,OPTIVER US LLC,OPAC,EDGXOP,,
14920,128030,Y,OPTIVER US LLC,OPTB,EDGXOP,,
14923,128030,Y,OPTIVER US LLC,OPTC,EDGXOP,,
14925,128030,Y,OPTIVER US LLC,OPTD,C2,,
14926,128030,Y,OPTIVER US LLC,OPTD,CBOE,,
14929,128030,Y,OPTIVER US LLC,OPTE,CBOE,,
14930,128030,Y,OPTIVER US LLC,OPTE,EDGXOP,,
14933,128030,Y,OPTIVER US LLC,OPTF,CBOE,,
14934,128030,Y,OPTIVER US LLC,OPTF,EDGXOP,,
14938,128030,Y,OPTIVER US LLC,OPTG,BZXOP,,
14939,128030,Y,OPTIVER US LLC,OPTG,C2,,
14940,128030,Y,OPTIVER US LLC,OPTG,EDGXOP,,
14952,128030,Y,OPTIVER US LLC,OPTK,BZXOP,,
14953,128030,Y,OPTIVER US LLC,OPTK,EDGXOP,,
14955,128030,Y,OPTIVER US LLC,OPTL,C2,,
14956,128030,Y,OPTIVER US LLC,OPTL,CBOE,,
14965,128030,Y,OPTIVER US LLC,OPTP,C2,,
14969,128030,Y,OPTIVER US LLC,OPTQ,BZXOP,,
14971,128030,Y,OPTIVER US LLC,OPTR,BZXOP,,
14973,128030,Y,OPTIVER US LLC,OPTS,BZXOP,,
14977,128030,Y,OPTIVER US LLC,OPTT,BZXOP,,
14985,128030,Y,OPTIVER US LLC,OPTU,C2,,Y
14989,128030,Y,OPTIVER US LLC,OPTV,BZXOP,,
14990,128030,Y,OPTIVER US LLC,OPTW,C2,,
14991,128030,Y,OPTIVER US LLC,OPTW,CBOE,,
14992,128030,Y,OPTIVER US LLC,OPTX,C2,,
14993,128030,Y,OPTIVER US LLC,OPTX,CBOE,,
14994,128030,Y,OPTIVER US LLC,OPTY,BZXOP,,
14995,128030,Y,OPTIVER US LLC,OPTY,C2,,
14996,128030,Y,OPTIVER US LLC,OPTZ,C2,,
14997,128030,Y,OPTIVER US LLC,OPTZ,CBOE,,
15001,128030,Y,OPTIVER US LLC,PAHH,CBOE,,
15002,128030,Y,OPTIVER US LLC,PESU,CBOE,,
15003,128030,Y,OPTIVER US LLC,POPT,BZXOP,,
15004,128030,Y,OPTIVER US LLC,PRTH,CBOE,,
15005,128030,Y,OPTIVER US LLC,QOOP,C2,,
15006,128030,Y,OPTIVER US LLC,QOPT,BZXOP,,
15007,128030,Y,OPTIVER US LLC,QOPT,CBOE,,
15008,128030,Y,OPTIVER US LLC,RASA,BZXOP,,
15009,128030,Y,OPTIVER US LLC,ROOP,C2,,
15010,128030,Y,OPTIVER US LLC,ROPT,BZXOP,,
15011,128030,Y,OPTIVER US LLC,ROPT,CBOE,,
15012,128030,Y,OPTIVER US LLC,RSAA,CBOE,,
15013,128030,Y,OPTIVER US LLC,RUDO,EDGXOP,,
15014,128030,Y,OPTIVER US LLC,SOOP,CBOE,,
15015,128030,Y,OPTIVER US LLC,SOPT,CBOE,,
15016,128030,Y,OPTIVER US LLC,SULD,CBOE,,
15017,128030,Y,OPTIVER US LLC,TOEL,EDGXOP,,
15018,128030,Y,OPTIVER US LLC,TOOP,BZXOP,,
15019,128030,Y,OPTIVER US LLC,TOPT,CBOE,,
15020,128030,Y,OPTIVER US LLC,TRBA,CBOE,,
15028,128030,Y,OPTIVER US LLC,UBSR,CBOE,,
15029,128030,Y,OPTIVER US LLC,UOOP,BZXOP,,
15030,128030,Y,OPTIVER US LLC,UOPT,CBOE,,
15031,128030,Y,OPTIVER US LLC,UTKA,CBOE,,
15032,128030,Y,OPTIVER US LLC,VIXM,CBOE,,
15033,128030,Y,OPTIVER US LLC,VIXO,CBOE,,
15034,128030,Y,OPTIVER US LLC,VKAI,CBOE,,
15035,128030,Y,OPTIVER US LLC,VOOP,EDGXOP,,
15036,128030,Y,OPTIVER US LLC,VOPT,CBOE,,
15037,128030,Y,OPTIVER US LLC,WOPT,EDGXOP,,
15038,128030,Y,OPTIVER US LLC,XOOP,EDGXOP,,
15039,128030,Y,OPTIVER US LLC,XOPT,EDGXOP,,
15040,128030,Y,OPTIVER US LLC,XXHZ,C2,,
15041,128030,Y,OPTIVER US LLC,YOOP,BZXOP,,
15042,128030,Y,OPTIVER US LLC,YOPT,CBOE,,
15043,128030,Y,OPTIVER US LLC,ZOOP,BZXOP,,
15044,128030,Y,OPTIVER US LLC,ZOPT,BZXOP,,
15045,128030,Y,OPTIVER US LLC,ZOPT,CBOE,,
15046,128030,Y,OPTIVER US LLC,ZOPT,EDGXOP,,
15108,128351,Y,"SG AMERICAS SECURITIES, LLC",NEFO,BZXOP,,
15109,128351,Y,"SG AMERICAS SECURITIES, LLC",NEFO,C2,,
15110,128351,Y,"SG AMERICAS SECURITIES, LLC",NEFO,CBOE,,
15113,128351,Y,"SG AMERICAS SECURITIES, LLC",NEFO,EDGXOP,,
15149,128351,Y,"SG AMERICAS SECURITIES, LLC",SGAS,BZXOP,,Y
15150,128351,Y,"SG AMERICAS SECURITIES, LLC",SGAS,C2,,Y
15151,128351,Y,"SG AMERICAS SECURITIES, LLC",SGAS,CBOE,,Y
15155,128351,Y,"SG AMERICAS SECURITIES, LLC",SGAS,EDGXOP,,Y
15172,128351,Y,"SG AMERICAS SECURITIES, LLC",SGSC,BZXOP,,
15173,128351,Y,"SG AMERICAS SECURITIES, LLC",SGSC,C2,,
15174,128351,Y,"SG AMERICAS SECURITIES, LLC",SGSC,CBOE,,
15175,128351,Y,"SG AMERICAS SECURITIES, LLC",SGSC,EDGXOP,,
15640,132605,Y,BELVEDERE TRADING LLC,BEDF,CBOE,,
15655,132605,Y,BELVEDERE TRADING LLC,BELT,BZXOP,,
15656,132605,Y,BELVEDERE TRADING LLC,BELT,C2,,
15657,132605,Y,BELVEDERE TRADING LLC,BELT,CBOE,,
15665,132605,Y,BELVEDERE TRADING LLC,BELV,EDGXOP,,Y
15678,132605,Y,BELVEDERE TRADING LLC,BLVA,BZXOP,,
15679,132605,Y,BELVEDERE TRADING LLC,BLVA,C2,,
15680,132605,Y,BELVEDERE TRADING LLC,BLVA,CBOE,,
15682,132605,Y,BELVEDERE TRADING LLC,BLVB,BZXOP,,
15683,132605,Y,BELVEDERE TRADING LLC,BLVB,C2,,
15684,132605,Y,BELVEDERE TRADING LLC,BLVB,CBOE,,
15686,132605,Y,BELVEDERE TRADING LLC,BLVC,BZXOP,,
15687,132605,Y,BELVEDERE TRADING LLC,BLVC,C2,,
15688,132605,Y,BELVEDERE TRADING LLC,BLVC,CBOE,,
15689,132605,Y,BELVEDERE TRADING LLC,BLVV,EDGXOP,,
15699,132605,Y,BELVEDERE TRADING LLC,CQCF,CBOE,,
15709,132605,Y,BELVEDERE TRADING LLC,FQCF,BZXOP,,
15710,132605,Y,BELVEDERE TRADING LLC,FQCF,C2,,
15711,132605,Y,BELVEDERE TRADING LLC,FQCF,CBOE,,
15759,132605,Y,BELVEDERE TRADING LLC,JAEA,BZXOP,,
15760,132605,Y,BELVEDERE TRADING LLC,JAEA,C2,,
15761,132605,Y,BELVEDERE TRADING LLC,JAEA,CBOE,,
15762,132605,Y,BELVEDERE TRADING LLC,JAEA,EDGXOP,,
15763,132605,Y,BELVEDERE TRADING LLC,JAEB,BZXOP,,
15764,132605,Y,BELVEDERE TRADING LLC,JAEB,C2,,
15765,132605,Y,BELVEDERE TRADING LLC,JAEB,CBOE,,
15766,132605,Y,BELVEDERE TRADING LLC,JAEB,EDGXOP,,
15767,132605,Y,BELVEDERE TRADING LLC,JAEC,CBOE,,
15768,132605,Y,BELVEDERE TRADING LLC,JAED,CBOE,,
15769,132605,Y,BELVEDERE TRADING LLC,JAEE,BZXOP,,
15770,132605,Y,BELVEDERE TRADING LLC,JAEE,C2,,
15771,132605,Y,BELVEDERE TRADING LLC,JAEE,CBOE,,
15772,132605,Y,BELVEDERE TRADING LLC,JAEE,EDGXOP,,
15773,132605,Y,BELVEDERE TRADING LLC,JAEF,BZXOP,,
15774,132605,Y,BELVEDERE TRADING LLC,JAEF,C2,,
15775,132605,Y,BELVEDERE TRADING LLC,JAEF,CBOE,,
15776,132605,Y,BELVEDERE TRADING LLC,JAEF,EDGXOP,,
15777,132605,Y,BELVEDERE TRADING LLC,MAAP,BZXOP,,
15778,132605,Y,BELVEDERE TRADING LLC,MAAP,C2,,
15779,132605,Y,BELVEDERE TRADING LLC,MAAP,CBOE,,
15780,132605,Y,BELVEDERE TRADING LLC,MAAP,EDGXOP,,
15781,132605,Y,BELVEDERE TRADING LLC,MFBK,BZXOP,,
15782,132605,Y,BELVEDERE TRADING LLC,MFBK,CBOE,,
15783,132605,Y,BELVEDERE TRADING LLC,MFBK,EDGXOP,,
15784,132605,Y,BELVEDERE TRADING LLC,MFBQ,BZXOP,,
15785,132605,Y,BELVEDERE TRADING LLC,MFCQ,CBOE,,
15786,132605,Y,BELVEDERE TRADING LLC,MGOO,BZXOP,,
15787,132605,Y,BELVEDERE TRADING LLC,MGOO,C2,,
15788,132605,Y,BELVEDERE TRADING LLC,MGOO,CBOE,,
15789,132605,Y,BELVEDERE TRADING LLC,MINN,CBOE,,
15790,132605,Y,BELVEDERE TRADING LLC,MITA,CBOE,,
15791,132605,Y,BELVEDERE TRADING LLC,MITB,CBOE,,
15792,132605,Y,BELVEDERE TRADING LLC,MPPL,BZXOP,,
15793,132605,Y,BELVEDERE TRADING LLC,MPPL,CBOE,,
15794,132605,Y,BELVEDERE TRADING LLC,MQBC,CBOE,,
15795,132605,Y,BELVEDERE TRADING LLC,MQBE,BZXOP,,
15796,132605,Y,BELVEDERE TRADING LLC,MQBE,C2,,
15797,132605,Y,BELVEDERE TRADING LLC,MQBE,CBOE,,
15798,132605,Y,BELVEDERE TRADING LLC,MQBE,EDGXOP,,
15799,132605,Y,BELVEDERE TRADING LLC,MQBF,BZXOP,,
15800,132605,Y,BELVEDERE TRADING LLC,MQBF,C2,,
15801,132605,Y,BELVEDERE TRADING LLC,MQBF,CBOE,,
15802,132605,Y,BELVEDERE TRADING LLC,MQBH,BZXOP,,
15803,132605,Y,BELVEDERE TRADING LLC,MQBH,C2,,
15804,132605,Y,BELVEDERE TRADING LLC,MQBH,CBOE,,
15805,132605,Y,BELVEDERE TRADING LLC,MQBH,EDGXOP,,
15806,132605,Y,BELVEDERE TRADING LLC,MQBI,BZXOP,,
15807,132605,Y,BELVEDERE TRADING LLC,MQBI,C2,,
15808,132605,Y,BELVEDERE TRADING LLC,MQBI,CBOE,,
15809,132605,Y,BELVEDERE TRADING LLC,MQBI,EDGXOP,,
15810,132605,Y,BELVEDERE TRADING LLC,MQBM,BZXOP,,
15811,132605,Y,BELVEDERE TRADING LLC,MQBM,CBOE,,
15812,132605,Y,BELVEDERE TRADING LLC,MQBQ,BZXOP,,
15813,132605,Y,BELVEDERE TRADING LLC,MQBS,BZXOP,,
15814,132605,Y,BELVEDERE TRADING LLC,MQBS,C2,,
15815,132605,Y,BELVEDERE TRADING LLC,MQBS,CBOE,,
15816,132605,Y,BELVEDERE TRADING LLC,MQBS,EDGXOP,,
15817,132605,Y,BELVEDERE TRADING LLC,MQBT,CBOE,,
15818,132605,Y,BELVEDERE TRADING LLC,MQCC,BZXOP,,
15819,132605,Y,BELVEDERE TRADING LLC,MQCC,C2,,
15820,132605,Y,BELVEDERE TRADING LLC,MQCC,CBOE,,
15821,132605,Y,BELVEDERE TRADING LLC,MQCC,EDGXOP,,
15822,132605,Y,BELVEDERE TRADING LLC,MQCD,CBOE,,
15823,132605,Y,BELVEDERE TRADING LLC,MQCD,EDGXOP,,
15824,132605,Y,BELVEDERE TRADING LLC,MQCE,EDGXOP,,
15825,132605,Y,BELVEDERE TRADING LLC,MQCF,BZXOP,,
15826,132605,Y,BELVEDERE TRADING LLC,MQCF,C2,,
15827,132605,Y,BELVEDERE TRADING LLC,MQCF,CBOE,,
15828,132605,Y,BELVEDERE TRADING LLC,MQCF,EDGXOP,,
15829,132605,Y,BELVEDERE TRADING LLC,MQCT,CBOE,,
15830,132605,Y,BELVEDERE TRADING LLC,MQIT,CBOE,,
15831,132605,Y,BELVEDERE TRADING LLC,MQJB,CBOE,,
15832,132605,Y,BELVEDERE TRADING LLC,MQJE,CBOE,,
15833,132605,Y,BELVEDERE TRADING LLC,MQJJ,BZXOP,,
15834,132605,Y,BELVEDERE TRADING LLC,MQJJ,C2,,
15835,132605,Y,BELVEDERE TRADING LLC,MQJJ,CBOE,,
15836,132605,Y,BELVEDERE TRADING LLC,MQLA,BZXOP,,
15837,132605,Y,BELVEDERE TRADING LLC,MQMB,CBOE,,
15838,132605,Y,BELVEDERE TRADING LLC,MQMC,CBOE,,
15839,132605,Y,BELVEDERE TRADING LLC,MQMD,CBOE,,
15840,132605,Y,BELVEDERE TRADING LLC,MQMS,CBOE,,
15841,132605,Y,BELVEDERE TRADING LLC,MQMW,CBOE,,
15842,132605,Y,BELVEDERE TRADING LLC,MQNV,BZXOP,,
15843,132605,Y,BELVEDERE TRADING LLC,MQNV,C2,,
15844,132605,Y,BELVEDERE TRADING LLC,MQNV,CBOE,,
15845,132605,Y,BELVEDERE TRADING LLC,MQNV,EDGXOP,,
15846,132605,Y,BELVEDERE TRADING LLC,MQQQ,BZXOP,,
15847,132605,Y,BELVEDERE TRADING LLC,MQSL,BZXOP,,
15848,132605,Y,BELVEDERE TRADING LLC,MQSL,C2,,
15849,132605,Y,BELVEDERE TRADING LLC,MQSL,CBOE,,
15850,132605,Y,BELVEDERE TRADING LLC,MQSL,EDGXOP,,
15851,132605,Y,BELVEDERE TRADING LLC,MQTR,CBOE,,
15852,132605,Y,BELVEDERE TRADING LLC,MQTS,BZXOP,,
15853,132605,Y,BELVEDERE TRADING LLC,MQUR,CBOE,,
15854,132605,Y,BELVEDERE TRADING LLC,MQVD,CBOE,,
15855,132605,Y,BELVEDERE TRADING LLC,MQZN,BZXOP,,
15856,132605,Y,BELVEDERE TRADING LLC,MQZN,C2,,
15857,132605,Y,BELVEDERE TRADING LLC,MQZN,CBOE,,
15858,132605,Y,BELVEDERE TRADING LLC,MQZZ,CBOE,,
15859,132605,Y,BELVEDERE TRADING LLC,MYKE,BZXOP,,
15860,132605,Y,BELVEDERE TRADING LLC,MYKE,CBOE,,
15861,132605,Y,BELVEDERE TRADING LLC,PQBI,BZXOP,,
15862,132605,Y,BELVEDERE TRADING LLC,PQBI,C2,,
15863,132605,Y,BELVEDERE TRADING LLC,PQCF,BZXOP,,
15864,132605,Y,BELVEDERE TRADING LLC,PQCF,C2,,
15865,132605,Y,BELVEDERE TRADING LLC,PQCF,CBOE,,
15866,132605,Y,BELVEDERE TRADING LLC,PQZZ,CBOE,,
15867,132605,Y,BELVEDERE TRADING LLC,QBFW,C2,,
15868,132605,Y,BELVEDERE TRADING LLC,QBIC,CBOE,,
15911,132605,Y,BELVEDERE TRADING LLC,VNTA,CBOE,,
15912,132605,Y,BELVEDERE TRADING LLC,VNTC,CBOE,,
15913,132605,Y,BELVEDERE TRADING LLC,VQCF,CBOE,,
15914,132605,Y,BELVEDERE TRADING LLC,WWAA,CBOE,,
15915,132605,Y,BELVEDERE TRADING LLC,YKEA,BZXOP,,
15916,132605,Y,BELVEDERE TRADING LLC,YKEA,CBOE,,
15917,132605,Y,BELVEDERE TRADING LLC,YKEB,BZXOP,,
15918,132605,Y,BELVEDERE TRADING LLC,YKEB,CBOE,,
16203,134159,Y,"JANE STREET OPTIONS, LLC",AIST,C2,,
16204,134159,Y,"JANE STREET OPTIONS, LLC",AUOH,C2,,
16210,134159,Y,"JANE STREET OPTIONS, LLC",CVDE,CBOE,,
16211,134159,Y,"JANE STREET OPTIONS, LLC",DPWW,CBOE,,
16212,134159,Y,"JANE STREET OPTIONS, LLC",ERDF,BZXOP,,
16213,134159,Y,"JANE STREET OPTIONS, LLC",EUHP,EDGXOP,,
16215,134159,Y,"JANE STREET OPTIONS, LLC",FRJN,C2,,
16216,134159,Y,"JANE STREET OPTIONS, LLC",FWBN,CBOE,,
16217,134159,Y,"JANE STREET OPTIONS, LLC",GCDA,BZXOP,,
16218,134159,Y,"JANE STREET OPTIONS, LLC",GCDA,C2,,
16219,134159,Y,"JANE STREET OPTIONS, LLC",GCDA,CBOE,,
16220,134159,Y,"JANE STREET OPTIONS, LLC",GCDA,EDGXOP,,
16221,134159,Y,"JANE STREET OPTIONS, LLC",GJZP,BZXOP,,
16222,134159,Y,"JANE STREET OPTIONS, LLC",GKRJ,CBOE,,
16225,134159,Y,"JANE STREET OPTIONS, LLC",IWZK,CBOE,,
16254,134159,Y,"JANE STREET OPTIONS, LLC",JSOM,BZXOP,,
16255,134159,Y,"JANE STREET OPTIONS, LLC",JTWG,CBOE,,
16261,134159,Y,"JANE STREET OPTIONS, LLC",KZLU,EDGXOP,,
16263,134159,Y,"JANE STREET OPTIONS, LLC",LKJH,BZXOP,,
16264,134159,Y,"JANE STREET OPTIONS, LLC",MWEP,EDGXOP,,
16267,134159,Y,"JANE STREET OPTIONS, LLC",MZTW,CBOE,,
16274,134159,Y,"JANE STREET OPTIONS, LLC",NBJH,C2,,
16275,134159,Y,"JANE STREET OPTIONS, LLC",NBJH,CBOE,,
16282,134159,Y,"JANE STREET OPTIONS, LLC",NVBC,BZXOP,,
16285,134159,Y,"JANE STREET OPTIONS, LLC",OKQY,CBOE,,
16301,134159,Y,"JANE STREET OPTIONS, LLC",POML,BZXOP,,
16302,134159,Y,"JANE STREET OPTIONS, LLC",PUCV,C2,,
16303,134159,Y,"JANE STREET OPTIONS, LLC",QLPS,EDGXOP,,
16323,134159,Y,"JANE STREET OPTIONS, LLC",UNCQ,BZXOP,,
16324,134159,Y,"JANE STREET OPTIONS, LLC",VCXZ,BZXOP,,
16337,134159,Y,"JANE STREET OPTIONS, LLC",YKLY,BZXOP,,
16338,134159,Y,"JANE STREET OPTIONS, LLC",YRXV,C2,,
16339,134159,Y,"JANE STREET OPTIONS, LLC",YRZC,C2,,
16340,134159,Y,"JANE STREET OPTIONS, LLC",YRZC,EDGXOP,,
16435,134284,Y,"RQD* CLEARING, LLC",CMPA,BZXOP,,
16436,134284,Y,"RQD* CLEARING, LLC",CMPA,EDGXOP,,
16447,134284,Y,"RQD* CLEARING, LLC",CMPG,BZXOP,,
16453,134284,Y,"RQD* CLEARING, LLC",CMPS,BZXOP,,
16454,134284,Y,"RQD* CLEARING, LLC",CMPS,C2,,
16455,134284,Y,"RQD* CLEARING, LLC",CMPS,CBOE,,
