,CRDID,FINRAMember,firmName,IMID,exchangeID,ATSFlag,defaultIMIDFlag
8166,36848,Y,"WOLVERINE TRADING, LLC",WLVM,C2,,
8167,36848,Y,"WOLVERINE TRADING, LLC",WLVM,CBOE,,
8168,36848,Y,"WOLVERINE TRADING, LLC",WLVM,EDGXOP,,
8171,36848,Y,"WOLVERINE TRADING, LLC",WLVN,BZXOP,,
8172,36848,Y,"WOLVERINE TRADING, LLC",WLVN,C2,,
8173,36848,Y,"WOLVERINE TRADING, LLC",WLVN,CBOE,,
8174,36848,Y,"WOLVERINE TRADING, LLC",WLVN,EDGXOP,,
8175,36848,Y,"WOLVERINE TRADING, LLC",WLVO,CBOE,,
8176,36848,Y,"WOLVERINE TRADING, LLC",WLVR,BZXOP,,
8177,36848,Y,"WOLVERINE TRADING, LLC",WLVR,C2,,
8178,36848,Y,"WOLVERINE TRADING, LLC",WLVR,CBOE,,
8179,36848,Y,"WOLVERINE TRADING, LLC",WLVR,EDGXOP,,
8180,36848,Y,"WOLVERINE TRADING, LLC",WLVS,C2,,
8181,36848,Y,"WOLVERINE TRADING, LLC",WLVS,CBOE,,
8182,36848,Y,"WOLVERINE TRADING, LLC",WLVS,EDGXOP,,
8184,36848,Y,"WOLVERINE TRADING, LLC",WLVT,C2,,
8185,36848,Y,"WOLVERINE TRADING, LLC",WLVT,CBOE,,
8186,36848,Y,"WOLVERINE TRADING, LLC",WLVU,BZXOP,,
8187,36848,Y,"WOLVERINE TRADING, LLC",WLVU,CBOE,,
8188,36848,Y,"WOLVERINE TRADING, LLC",WLVU,EDGXOP,,
8189,36848,Y,"WOLVERINE TRADING, LLC",WLVV,BZXOP,,
8190,36848,Y,"WOLVERINE TRADING, LLC",WLVY,CBOE,,
8191,36848,Y,"WOLVERINE TRADING, LLC",WLVZ,BZXOP,,
8192,36848,Y,"WOLVERINE TRADING, LLC",WLVZ,C2,,
8193,36848,Y,"WOLVERINE TRADING, LLC",WLVZ,CBOE,,
8194,36848,Y,"WOLVERINE TRADING, LLC",WLVZ,EDGXOP,,
8216,36848,Y,"WOLVERINE TRADING, LLC",WVCM,C2,,
8217,36848,Y,"WOLVERINE TRADING, LLC",WVFB,CBOE,,
8218,36848,Y,"WOLVERINE TRADING, LLC",WVGS,C2,,
8219,36848,Y,"WOLVERINE TRADING, LLC",WVHD,BZXOP,,
8220,36848,Y,"WOLVERINE TRADING, LLC",WVHD,C2,,
8221,36848,Y,"WOLVERINE TRADING, LLC",WVHU,BZXOP,,
8222,36848,Y,"WOLVERINE TRADING, LLC",WVHU,C2,,
8223,36848,Y,"WOLVERINE TRADING, LLC",WVIX,C2,,
8224,36848,Y,"WOLVERINE TRADING, LLC",WVLD,BZXOP,,
8225,36848,Y,"WOLVERINE TRADING, LLC",WVLU,BZXOP,,
8227,36848,Y,"WOLVERINE TRADING, LLC",WVML,C2,,
8228,36848,Y,"WOLVERINE TRADING, LLC",WVOO,CBOE,,
8229,36848,Y,"WOLVERINE TRADING, LLC",WVTA,BZXOP,,
8230,36848,Y,"WOLVERINE TRADING, LLC",WVTA,C2,,
8231,36848,Y,"WOLVERINE TRADING, LLC",WVTA,CBOE,,
8232,36848,Y,"WOLVERINE TRADING, LLC",WVTA,EDGXOP,,
8233,36848,Y,"WOLVERINE TRADING, LLC",WVTB,BZXOP,,
8234,36848,Y,"WOLVERINE TRADING, LLC",WVTB,C2,,
8235,36848,Y,"WOLVERINE TRADING, LLC",WVTB,CBOE,,
8236,36848,Y,"WOLVERINE TRADING, LLC",WVTB,EDGXOP,,
8237,36848,Y,"WOLVERINE TRADING, LLC",WVTC,BZXOP,,
8238,36848,Y,"WOLVERINE TRADING, LLC",WVTC,C2,,
8239,36848,Y,"WOLVERINE TRADING, LLC",WVTC,CBOE,,
8240,36848,Y,"WOLVERINE TRADING, LLC",WVTC,EDGXOP,,
8241,36848,Y,"WOLVERINE TRADING, LLC",WVTD,BZXOP,,
8242,36848,Y,"WOLVERINE TRADING, LLC",WVTD,C2,,
8243,36848,Y,"WOLVERINE TRADING, LLC",WVTD,CBOE,,
8244,36848,Y,"WOLVERINE TRADING, LLC",WVTD,EDGXOP,,
8245,36848,Y,"WOLVERINE TRADING, LLC",WVTE,BZXOP,,
8246,36848,Y,"WOLVERINE TRADING, LLC",WVTE,C2,,
8247,36848,Y,"WOLVERINE TRADING, LLC",WVTE,CBOE,,
8248,36848,Y,"WOLVERINE TRADING, LLC",WVTE,EDGXOP,,
8249,36848,Y,"WOLVERINE TRADING, LLC",WVTF,BZXOP,,
8250,36848,Y,"WOLVERINE TRADING, LLC",WVTF,C2,,
8251,36848,Y,"WOLVERINE TRADING, LLC",WVTF,CBOE,,
8252,36848,Y,"WOLVERINE TRADING, LLC",WVTF,EDGXOP,,
8253,36848,Y,"WOLVERINE TRADING, LLC",WVTG,BZXOP,,
8254,36848,Y,"WOLVERINE TRADING, LLC",WVTG,C2,,
8255,36848,Y,"WOLVERINE TRADING, LLC",WVTG,CBOE,,
8256,36848,Y,"WOLVERINE TRADING, LLC",WVTG,EDGXOP,,
8257,36848,Y,"WOLVERINE TRADING, LLC",WVTH,CBOE,,
8258,36848,Y,"WOLVERINE TRADING, LLC",WVTI,CBOE,,
8259,36848,Y,"WOLVERINE TRADING, LLC",WVVO,CBOE,,
8260,36848,Y,"WOLVERINE TRADING, LLC",WWTA,C2,,
8261,36848,Y,"WOLVERINE TRADING, LLC",WWTR,C2,,
8872,37484,Y,"GROUP ONE TRADING, L.P.",GANE,BZXOP,,
8873,37484,Y,"GROUP ONE TRADING, L.P.",GBCE,EDGXOP,,
8874,37484,Y,"GROUP ONE TRADING, L.P.",GBDE,EDGXOP,,
8875,37484,Y,"GROUP ONE TRADING, L.P.",GBEE,CBOE,,
8876,37484,Y,"GROUP ONE TRADING, L.P.",GBFE,CBOE,,
8877,37484,Y,"GROUP ONE TRADING, L.P.",GBKE,EDGXOP,,
8878,37484,Y,"GROUP ONE TRADING, L.P.",GBLE,EDGXOP,,
8879,37484,Y,"GROUP ONE TRADING, L.P.",GBME,BZXOP,,
8880,37484,Y,"GROUP ONE TRADING, L.P.",GBNE,BZXOP,,
8881,37484,Y,"GROUP ONE TRADING, L.P.",GBOE,BZXOP,,
8882,37484,Y,"GROUP ONE TRADING, L.P.",GBPE,BZXOP,,
8883,37484,Y,"GROUP ONE TRADING, L.P.",GBVE,CBOE,,
8884,37484,Y,"GROUP ONE TRADING, L.P.",GBWE,CBOE,,
8885,37484,Y,"GROUP ONE TRADING, L.P.",GCCE,EDGXOP,,
8886,37484,Y,"GROUP ONE TRADING, L.P.",GCDE,EDGXOP,,
8887,37484,Y,"GROUP ONE TRADING, L.P.",GCEE,CBOE,,
8888,37484,Y,"GROUP ONE TRADING, L.P.",GCFE,CBOE,,
8889,37484,Y,"GROUP ONE TRADING, L.P.",GCKE,EDGXOP,,
8890,37484,Y,"GROUP ONE TRADING, L.P.",GCLE,EDGXOP,,
8891,37484,Y,"GROUP ONE TRADING, L.P.",GCME,BZXOP,,
8892,37484,Y,"GROUP ONE TRADING, L.P.",GCNE,BZXOP,,
8893,37484,Y,"GROUP ONE TRADING, L.P.",GCOE,BZXOP,,
8894,37484,Y,"GROUP ONE TRADING, L.P.",GCPE,BZXOP,,
8895,37484,Y,"GROUP ONE TRADING, L.P.",GCVE,CBOE,,
8896,37484,Y,"GROUP ONE TRADING, L.P.",GCWE,CBOE,,
8897,37484,Y,"GROUP ONE TRADING, L.P.",GDCE,EDGXOP,,
8898,37484,Y,"GROUP ONE TRADING, L.P.",GDDE,EDGXOP,,
8899,37484,Y,"GROUP ONE TRADING, L.P.",GDEE,CBOE,,
8900,37484,Y,"GROUP ONE TRADING, L.P.",GDFE,CBOE,,
8901,37484,Y,"GROUP ONE TRADING, L.P.",GDKE,EDGXOP,,
8902,37484,Y,"GROUP ONE TRADING, L.P.",GDLE,EDGXOP,,
8903,37484,Y,"GROUP ONE TRADING, L.P.",GDME,BZXOP,,
8904,37484,Y,"GROUP ONE TRADING, L.P.",GDNE,BZXOP,,
8905,37484,Y,"GROUP ONE TRADING, L.P.",GDOE,BZXOP,,
8906,37484,Y,"GROUP ONE TRADING, L.P.",GDPE,BZXOP,,
8907,37484,Y,"GROUP ONE TRADING, L.P.",GDVE,CBOE,,
8908,37484,Y,"GROUP ONE TRADING, L.P.",GDWE,CBOE,,
8909,37484,Y,"GROUP ONE TRADING, L.P.",GECE,EDGXOP,,
8910,37484,Y,"GROUP ONE TRADING, L.P.",GEDE,EDGXOP,,
8911,37484,Y,"GROUP ONE TRADING, L.P.",GEEE,CBOE,,
8912,37484,Y,"GROUP ONE TRADING, L.P.",GEFE,CBOE,,
8913,37484,Y,"GROUP ONE TRADING, L.P.",GENE,BZXOP,,
8914,37484,Y,"GROUP ONE TRADING, L.P.",GEOE,BZXOP,,
8915,37484,Y,"GROUP ONE TRADING, L.P.",GEPE,BZXOP,,
8916,37484,Y,"GROUP ONE TRADING, L.P.",GEVE,CBOE,,
8917,37484,Y,"GROUP ONE TRADING, L.P.",GEWE,CBOE,,
8918,37484,Y,"GROUP ONE TRADING, L.P.",GFCE,EDGXOP,,
8919,37484,Y,"GROUP ONE TRADING, L.P.",GFDE,EDGXOP,,
8920,37484,Y,"GROUP ONE TRADING, L.P.",GFEE,CBOE,,
8921,37484,Y,"GROUP ONE TRADING, L.P.",GFFE,CBOE,,
8922,37484,Y,"GROUP ONE TRADING, L.P.",GFKE,CBOE,,
8923,37484,Y,"GROUP ONE TRADING, L.P.",GFKE,EDGXOP,,
8924,37484,Y,"GROUP ONE TRADING, L.P.",GFLE,EDGXOP,,
8925,37484,Y,"GROUP ONE TRADING, L.P.",GFME,BZXOP,,
8926,37484,Y,"GROUP ONE TRADING, L.P.",GFNE,BZXOP,,
8927,37484,Y,"GROUP ONE TRADING, L.P.",GFVE,CBOE,,
8928,37484,Y,"GROUP ONE TRADING, L.P.",GFWE,CBOE,,
8929,37484,Y,"GROUP ONE TRADING, L.P.",GGCE,EDGXOP,,
8930,37484,Y,"GROUP ONE TRADING, L.P.",GGDE,EDGXOP,,
8931,37484,Y,"GROUP ONE TRADING, L.P.",GGEE,CBOE,,
8932,37484,Y,"GROUP ONE TRADING, L.P.",GGFE,CBOE,,
8933,37484,Y,"GROUP ONE TRADING, L.P.",GGKE,EDGXOP,,
8934,37484,Y,"GROUP ONE TRADING, L.P.",GGLE,EDGXOP,,
8935,37484,Y,"GROUP ONE TRADING, L.P.",GGME,BZXOP,,
8936,37484,Y,"GROUP ONE TRADING, L.P.",GGNE,BZXOP,,
8937,37484,Y,"GROUP ONE TRADING, L.P.",GGOE,BZXOP,,
8938,37484,Y,"GROUP ONE TRADING, L.P.",GGPE,BZXOP,,
8939,37484,Y,"GROUP ONE TRADING, L.P.",GGVE,CBOE,,
8940,37484,Y,"GROUP ONE TRADING, L.P.",GGWE,CBOE,,
8941,37484,Y,"GROUP ONE TRADING, L.P.",GHCE,EDGXOP,,
8942,37484,Y,"GROUP ONE TRADING, L.P.",GHDE,EDGXOP,,
8943,37484,Y,"GROUP ONE TRADING, L.P.",GHEE,CBOE,,
8944,37484,Y,"GROUP ONE TRADING, L.P.",GHFE,CBOE,,
8945,37484,Y,"GROUP ONE TRADING, L.P.",GHKE,EDGXOP,,
8946,37484,Y,"GROUP ONE TRADING, L.P.",GHLE,EDGXOP,,
8947,37484,Y,"GROUP ONE TRADING, L.P.",GHME,BZXOP,,
8948,37484,Y,"GROUP ONE TRADING, L.P.",GHNE,BZXOP,,
8949,37484,Y,"GROUP ONE TRADING, L.P.",GHOE,BZXOP,,
8950,37484,Y,"GROUP ONE TRADING, L.P.",GHPE,BZXOP,,
8951,37484,Y,"GROUP ONE TRADING, L.P.",GHVE,CBOE,,
8952,37484,Y,"GROUP ONE TRADING, L.P.",GHWE,CBOE,,
8953,37484,Y,"GROUP ONE TRADING, L.P.",GICE,EDGXOP,,
8954,37484,Y,"GROUP ONE TRADING, L.P.",GIDE,EDGXOP,,
8955,37484,Y,"GROUP ONE TRADING, L.P.",GIEE,CBOE,,
8956,37484,Y,"GROUP ONE TRADING, L.P.",GIFE,CBOE,,
8957,37484,Y,"GROUP ONE TRADING, L.P.",GIKE,EDGXOP,,
8958,37484,Y,"GROUP ONE TRADING, L.P.",GILE,EDGXOP,,
8959,37484,Y,"GROUP ONE TRADING, L.P.",GIME,BZXOP,,
8960,37484,Y,"GROUP ONE TRADING, L.P.",GINE,BZXOP,,
8961,37484,Y,"GROUP ONE TRADING, L.P.",GIOE,BZXOP,,
8962,37484,Y,"GROUP ONE TRADING, L.P.",GIPE,BZXOP,,
8963,37484,Y,"GROUP ONE TRADING, L.P.",GIVE,CBOE,,
8964,37484,Y,"GROUP ONE TRADING, L.P.",GIWE,CBOE,,
8965,37484,Y,"GROUP ONE TRADING, L.P.",GJKE,EDGXOP,,
8966,37484,Y,"GROUP ONE TRADING, L.P.",GJLE,EDGXOP,,
8967,37484,Y,"GROUP ONE TRADING, L.P.",GJME,BZXOP,,
8968,37484,Y,"GROUP ONE TRADING, L.P.",GJNE,BZXOP,,
8969,37484,Y,"GROUP ONE TRADING, L.P.",GJOE,BZXOP,,
8970,37484,Y,"GROUP ONE TRADING, L.P.",GJPE,BZXOP,,
8971,37484,Y,"GROUP ONE TRADING, L.P.",GJVE,CBOE,,
8972,37484,Y,"GROUP ONE TRADING, L.P.",GJWE,CBOE,,
8973,37484,Y,"GROUP ONE TRADING, L.P.",GKKE,EDGXOP,,
8974,37484,Y,"GROUP ONE TRADING, L.P.",GKLE,EDGXOP,,
8975,37484,Y,"GROUP ONE TRADING, L.P.",GKME,BZXOP,,
8976,37484,Y,"GROUP ONE TRADING, L.P.",GKNE,BZXOP,,
8977,37484,Y,"GROUP ONE TRADING, L.P.",GKVE,CBOE,,
8978,37484,Y,"GROUP ONE TRADING, L.P.",GKWE,CBOE,,
8979,37484,Y,"GROUP ONE TRADING, L.P.",GLKE,EDGXOP,,
8980,37484,Y,"GROUP ONE TRADING, L.P.",GLLE,EDGXOP,,
8981,37484,Y,"GROUP ONE TRADING, L.P.",GLME,BZXOP,,
8982,37484,Y,"GROUP ONE TRADING, L.P.",GLNE,BZXOP,,
8983,37484,Y,"GROUP ONE TRADING, L.P.",GMNE,BZXOP,,
8984,37484,Y,"GROUP ONE TRADING, L.P.",GMVE,CBOE,,
8985,37484,Y,"GROUP ONE TRADING, L.P.",GMWE,CBOE,,
8986,37484,Y,"GROUP ONE TRADING, L.P.",GNKE,EDGXOP,,
8987,37484,Y,"GROUP ONE TRADING, L.P.",GNLE,EDGXOP,,
8988,37484,Y,"GROUP ONE TRADING, L.P.",GNME,BZXOP,,
8989,37484,Y,"GROUP ONE TRADING, L.P.",GNVE,CBOE,,
8990,37484,Y,"GROUP ONE TRADING, L.P.",GNWE,CBOE,,
8994,37484,Y,"GROUP ONE TRADING, L.P.",GOVE,CBOE,,
8995,37484,Y,"GROUP ONE TRADING, L.P.",GOWE,CBOE,,
8996,37484,Y,"GROUP ONE TRADING, L.P.",GPKE,EDGXOP,,
8997,37484,Y,"GROUP ONE TRADING, L.P.",GPLE,EDGXOP,,
8998,37484,Y,"GROUP ONE TRADING, L.P.",GPME,BZXOP,,
8999,37484,Y,"GROUP ONE TRADING, L.P.",GPNE,BZXOP,,
9000,37484,Y,"GROUP ONE TRADING, L.P.",GQKE,EDGXOP,,
9001,37484,Y,"GROUP ONE TRADING, L.P.",GQLE,EDGXOP,,
9002,37484,Y,"GROUP ONE TRADING, L.P.",GQME,BZXOP,,
9003,37484,Y,"GROUP ONE TRADING, L.P.",GQNE,BZXOP,,
9004,37484,Y,"GROUP ONE TRADING, L.P.",GQVE,CBOE,,
9005,37484,Y,"GROUP ONE TRADING, L.P.",GQWE,CBOE,,
9006,37484,Y,"GROUP ONE TRADING, L.P.",GRME,BZXOP,,
9007,37484,Y,"GROUP ONE TRADING, L.P.",GRNE,BZXOP,,
9040,37484,Y,"GROUP ONE TRADING, L.P.",GRPN,C2,,
9041,37484,Y,"GROUP ONE TRADING, L.P.",GRVE,CBOE,,
9042,37484,Y,"GROUP ONE TRADING, L.P.",GRWE,CBOE,,
9043,37484,Y,"GROUP ONE TRADING, L.P.",GSKE,EDGXOP,,
9044,37484,Y,"GROUP ONE TRADING, L.P.",GSLE,EDGXOP,,
9045,37484,Y,"GROUP ONE TRADING, L.P.",GSME,BZXOP,,
9046,37484,Y,"GROUP ONE TRADING, L.P.",GSNE,BZXOP,,
9047,37484,Y,"GROUP ONE TRADING, L.P.",GSVE,CBOE,,
9048,37484,Y,"GROUP ONE TRADING, L.P.",GSWE,CBOE,,
9049,37484,Y,"GROUP ONE TRADING, L.P.",GTNE,BZXOP,,
9050,37484,Y,"GROUP ONE TRADING, L.P.",GTVE,CBOE,,
9051,37484,Y,"GROUP ONE TRADING, L.P.",GTWE,CBOE,,
9052,37484,Y,"GROUP ONE TRADING, L.P.",GUKE,EDGXOP,,
9053,37484,Y,"GROUP ONE TRADING, L.P.",GULE,EDGXOP,,
9054,37484,Y,"GROUP ONE TRADING, L.P.",GUME,BZXOP,,
9055,37484,Y,"GROUP ONE TRADING, L.P.",GUNE,BZXOP,,
9056,37484,Y,"GROUP ONE TRADING, L.P.",GUVE,CBOE,,
9057,37484,Y,"GROUP ONE TRADING, L.P.",GUWE,CBOE,,
9058,37484,Y,"GROUP ONE TRADING, L.P.",GVKE,EDGXOP,,
9059,37484,Y,"GROUP ONE TRADING, L.P.",GVLE,EDGXOP,,
9060,37484,Y,"GROUP ONE TRADING, L.P.",GVME,BZXOP,,
9061,37484,Y,"GROUP ONE TRADING, L.P.",GVNE,BZXOP,,
9062,37484,Y,"GROUP ONE TRADING, L.P.",GVVE,CBOE,,
9063,37484,Y,"GROUP ONE TRADING, L.P.",GVWE,CBOE,,
9064,37484,Y,"GROUP ONE TRADING, L.P.",GWKE,EDGXOP,,
9065,37484,Y,"GROUP ONE TRADING, L.P.",GWLE,EDGXOP,,
9066,37484,Y,"GROUP ONE TRADING, L.P.",GWME,BZXOP,,
9067,37484,Y,"GROUP ONE TRADING, L.P.",GWNE,BZXOP,,
9068,37484,Y,"GROUP ONE TRADING, L.P.",GYKE,EDGXOP,,
9069,37484,Y,"GROUP ONE TRADING, L.P.",GYLE,EDGXOP,,
9070,37484,Y,"GROUP ONE TRADING, L.P.",GYME,BZXOP,,
9071,37484,Y,"GROUP ONE TRADING, L.P.",GYNE,BZXOP,,
9072,37484,Y,"GROUP ONE TRADING, L.P.",GZKE,EDGXOP,,
9073,37484,Y,"GROUP ONE TRADING, L.P.",GZLE,EDGXOP,,
9074,37484,Y,"GROUP ONE TRADING, L.P.",GZME,BZXOP,,
9075,37484,Y,"GROUP ONE TRADING, L.P.",GZNE,BZXOP,,
9094,37484,Y,"GROUP ONE TRADING, L.P.",VCGE,CBOE,,
9095,37484,Y,"GROUP ONE TRADING, L.P.",VFGE,CBOE,,
9096,37484,Y,"GROUP ONE TRADING, L.P.",VHGE,CBOE,,
9097,37484,Y,"GROUP ONE TRADING, L.P.",WCGE,CBOE,,
9098,37484,Y,"GROUP ONE TRADING, L.P.",WFGE,CBOE,,
9099,37484,Y,"GROUP ONE TRADING, L.P.",WHGE,CBOE,,
9374,38455,Y,"MATRIX EXECUTIONS, LLC",ITGD,BZXOP,,
9375,38455,Y,"MATRIX EXECUTIONS, LLC",ITGD,C2,,
9376,38455,Y,"MATRIX EXECUTIONS, LLC",ITGD,CBOE,,
9377,38455,Y,"MATRIX EXECUTIONS, LLC",ITGD,EDGXOP,,
9390,38455,Y,"MATRIX EXECUTIONS, LLC",MAMV,BZXOP,,
9411,38455,Y,"MATRIX EXECUTIONS, LLC",MATX,BZXOP,,
9412,38455,Y,"MATRIX EXECUTIONS, LLC",MATX,C2,,
9413,38455,Y,"MATRIX EXECUTIONS, LLC",MATX,CBOE,,
9415,38455,Y,"MATRIX EXECUTIONS, LLC",MATX,EDGXOP,,
9422,38455,Y,"MATRIX EXECUTIONS, LLC",MBNP,BZXOP,,
9450,38455,Y,"MATRIX EXECUTIONS, LLC",MVOL,BZXOP,,
9451,38455,Y,"MATRIX EXECUTIONS, LLC",MXJP,BZXOP,,
9464,38455,Y,"MATRIX EXECUTIONS, LLC",RSKY,CBOE,,Y
9478,38455,Y,"MATRIX EXECUTIONS, LLC",TZMX,CBOE,,
9945,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,BKAX,BZXOP,,
9946,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,BKPD,BZXOP,,
9947,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,BKUT,BZXOP,,
9949,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,EDAX,CBOE,,
9950,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,EDAX,EDGXOP,,
9951,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,EDGS,CBOE,,
9952,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,EDGS,EDGXOP,,
9958,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,PCMR,BZXOP,,
9962,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,PEAX,BZXOP,,
9972,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,PKBK,BZXOP,,
9973,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,PKCM,BZXOP,,Y
9982,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,PSCM,BZXOP,,
9983,43773,Y,PEAK6 CAPITAL MANAGEMENT LLC,UKAX,BZXOP,,
10021,44257,Y,"HAP TRADING, LLC",ETSP,CBOE,,
10022,44257,Y,"HAP TRADING, LLC",ETSP,EDGXOP,,
10023,44257,Y,"HAP TRADING, LLC",ETSR,CBOE,,
10024,44257,Y,"HAP TRADING, LLC",ETSR,EDGXOP,,
10029,44257,Y,"HAP TRADING, LLC",HAPT,CBOE,,
10035,44257,Y,"HAP TRADING, LLC",HAPX,CBOE,,Y
10038,44257,Y,"HAP TRADING, LLC",HAPX,EDGXOP,,Y
10124,44597,Y,"CTC, LLC",ARJA,BZXOP,,
10125,44597,Y,"CTC, LLC",ARJA,C2,,
10126,44597,Y,"CTC, LLC",ARJA,CBOE,,
10127,44597,Y,"CTC, LLC",ARJA,EDGXOP,,
10128,44597,Y,"CTC, LLC",ARJB,BZXOP,,
10129,44597,Y,"CTC, LLC",ARJB,C2,,
10130,44597,Y,"CTC, LLC",ARJB,CBOE,,
10131,44597,Y,"CTC, LLC",ARJB,EDGXOP,,
10132,44597,Y,"CTC, LLC",BHQL,BZXOP,,
10133,44597,Y,"CTC, LLC",BHQL,C2,,
10134,44597,Y,"CTC, LLC",BHQL,CBOE,,
10135,44597,Y,"CTC, LLC",BHQL,EDGXOP,,
10136,44597,Y,"CTC, LLC",BHQM,BZXOP,,
10137,44597,Y,"CTC, LLC",BHQM,C2,,
10138,44597,Y,"CTC, LLC",BHQM,CBOE,,
10139,44597,Y,"CTC, LLC",BHQM,EDGXOP,,
10146,44597,Y,"CTC, LLC",CAOW,BZXOP,,
10147,44597,Y,"CTC, LLC",CAOW,C2,,
10148,44597,Y,"CTC, LLC",CAOW,CBOE,,
10149,44597,Y,"CTC, LLC",CAOW,EDGXOP,,
10150,44597,Y,"CTC, LLC",CAOX,BZXOP,,
10151,44597,Y,"CTC, LLC",CAOX,C2,,
10152,44597,Y,"CTC, LLC",CAOX,CBOE,,
10153,44597,Y,"CTC, LLC",CAOX,EDGXOP,,
10158,44597,Y,"CTC, LLC",CTBA,BZXOP,,
10159,44597,Y,"CTC, LLC",CTBA,C2,,
10160,44597,Y,"CTC, LLC",CTBA,CBOE,,
10161,44597,Y,"CTC, LLC",CTBA,EDGXOP,,
10162,44597,Y,"CTC, LLC",CTBB,BZXOP,,
10163,44597,Y,"CTC, LLC",CTBB,C2,,
10164,44597,Y,"CTC, LLC",CTBB,CBOE,,
10165,44597,Y,"CTC, LLC",CTBB,EDGXOP,,
10166,44597,Y,"CTC, LLC",CTBC,BZXOP,,
10167,44597,Y,"CTC, LLC",CTBC,CBOE,,
10168,44597,Y,"CTC, LLC",CTBD,BZXOP,,
10169,44597,Y,"CTC, LLC",CTBD,CBOE,,
10170,44597,Y,"CTC, LLC",CTBE,BZXOP,,
10171,44597,Y,"CTC, LLC",CTBE,C2,,
10172,44597,Y,"CTC, LLC",CTBE,CBOE,,
10173,44597,Y,"CTC, LLC",CTBE,EDGXOP,,
10174,44597,Y,"CTC, LLC",CTBF,BZXOP,,
10175,44597,Y,"CTC, LLC",CTBF,C2,,
10176,44597,Y,"CTC, LLC",CTBF,CBOE,,
10177,44597,Y,"CTC, LLC",CTBF,EDGXOP,,
10178,44597,Y,"CTC, LLC",CTBG,BZXOP,,
10179,44597,Y,"CTC, LLC",CTBG,C2,,
10180,44597,Y,"CTC, LLC",CTBG,CBOE,,
10181,44597,Y,"CTC, LLC",CTBG,EDGXOP,,
10182,44597,Y,"CTC, LLC",CTBH,BZXOP,,
10183,44597,Y,"CTC, LLC",CTBH,C2,,
10184,44597,Y,"CTC, LLC",CTBH,CBOE,,
10185,44597,Y,"CTC, LLC",CTBH,EDGXOP,,
10186,44597,Y,"CTC, LLC",CTBI,CBOE,,
10187,44597,Y,"CTC, LLC",CTBI,EDGXOP,,
10188,44597,Y,"CTC, LLC",CTBJ,CBOE,,
10189,44597,Y,"CTC, LLC",CTBJ,EDGXOP,,
10190,44597,Y,"CTC, LLC",CTBK,BZXOP,,
10191,44597,Y,"CTC, LLC",CTBK,C2,,
10192,44597,Y,"CTC, LLC",CTBK,CBOE,,
10193,44597,Y,"CTC, LLC",CTBK,EDGXOP,,
10194,44597,Y,"CTC, LLC",CTBL,CBOE,,
10195,44597,Y,"CTC, LLC",CTBM,CBOE,,
10196,44597,Y,"CTC, LLC",CTBN,CBOE,,
10197,44597,Y,"CTC, LLC",CTBO,CBOE,,
10198,44597,Y,"CTC, LLC",CTBP,BZXOP,,
10199,44597,Y,"CTC, LLC",CTBP,C2,,
10200,44597,Y,"CTC, LLC",CTBP,CBOE,,
10201,44597,Y,"CTC, LLC",CTBP,EDGXOP,,
10202,44597,Y,"CTC, LLC",CTBQ,BZXOP,,
10203,44597,Y,"CTC, LLC",CTBQ,C2,,
10204,44597,Y,"CTC, LLC",CTBQ,CBOE,,
10205,44597,Y,"CTC, LLC",CTBQ,EDGXOP,,
10206,44597,Y,"CTC, LLC",CTBR,BZXOP,,
10207,44597,Y,"CTC, LLC",CTBR,C2,,
10208,44597,Y,"CTC, LLC",CTBR,CBOE,,
10209,44597,Y,"CTC, LLC",CTBR,EDGXOP,,
10210,44597,Y,"CTC, LLC",CTBS,CBOE,,
10211,44597,Y,"CTC, LLC",CTBT,BZXOP,,
10212,44597,Y,"CTC, LLC",CTBT,CBOE,,
10213,44597,Y,"CTC, LLC",CTBT,EDGXOP,,
10214,44597,Y,"CTC, LLC",CTBU,BZXOP,,
10215,44597,Y,"CTC, LLC",CTBU,C2,,
10216,44597,Y,"CTC, LLC",CTBU,CBOE,,
10217,44597,Y,"CTC, LLC",CTBU,EDGXOP,,
10218,44597,Y,"CTC, LLC",CTBV,BZXOP,,
10219,44597,Y,"CTC, LLC",CTBV,C2,,
10220,44597,Y,"CTC, LLC",CTBV,CBOE,,
10221,44597,Y,"CTC, LLC",CTBV,EDGXOP,,
10222,44597,Y,"CTC, LLC",CTBW,BZXOP,,
10223,44597,Y,"CTC, LLC",CTBW,C2,,
10224,44597,Y,"CTC, LLC",CTBW,CBOE,,
10225,44597,Y,"CTC, LLC",CTBW,EDGXOP,,
10226,44597,Y,"CTC, LLC",CTBX,BZXOP,,
10227,44597,Y,"CTC, LLC",CTBX,C2,,
